subsystem,versions,an_type,cm_type,proportion
frameworks_opt_chips,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
frameworks_opt_chips,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
frameworks_opt_chips,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,identical,body,0.631578947368421
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,body,body,0.3684210526315789
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
frameworks_opt_chips,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,identical,body,0.47368421052631576
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,argument,body,0.05263157894736842
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,body,body,0.42105263157894735
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,deleted,body,0.05263157894736842
frameworks_opt_chips,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,identical,argument,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,identical,body,0.9545454545454546
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,body,body,0.045454545454545456
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,body,deleted,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
frameworks_opt_chips,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,identical,refactored,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,identical,argument,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,identical,body,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,identical,deleted,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,refactored,refactored,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,refactored,argument,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,refactored,body,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,refactored,deleted,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,argument,refactored,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,argument,argument,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,argument,body,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,argument,deleted,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,body,refactored,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,body,argument,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,body,body,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,body,deleted,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,deleted,refactored,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,deleted,argument,0.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,deleted,body,1.0
frameworks_opt_datetimepicker,A4.3_A4.4_CM10.2,deleted,deleted,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,identical,argument,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,identical,body,1.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,body,body,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
frameworks_opt_datetimepicker,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,identical,body,0.8888888888888888
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,body,body,0.1111111111111111
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
frameworks_opt_datetimepicker,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,identical,body,1.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,body,body,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
frameworks_opt_datetimepicker,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,identical,argument,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,identical,body,1.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,body,body,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,body,deleted,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
frameworks_opt_datetimepicker,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,identical,refactored,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,identical,argument,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,identical,body,1.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,identical,deleted,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,refactored,refactored,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,refactored,argument,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,refactored,body,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,refactored,deleted,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,argument,refactored,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,argument,argument,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,argument,body,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,argument,deleted,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,body,refactored,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,body,argument,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,body,body,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,body,deleted,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,deleted,refactored,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,deleted,argument,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,deleted,body,0.0
frameworks_opt_mms,A4.3_A4.4_CM10.2,deleted,deleted,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,identical,argument,0.07317073170731707
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,identical,body,0.04878048780487805
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,body,body,0.6585365853658537
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,deleted,body,0.07317073170731707
frameworks_opt_net_ims,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.14634146341463414
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0375
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,identical,argument,0.025
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,identical,body,0.1
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.125
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0125
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.025
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,argument,body,0.0125
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,body,refactored,0.025
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,body,body,0.5875
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,body,deleted,0.025
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
frameworks_opt_net_ims,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.025
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.25
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,identical,body,0.375
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.125
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,body,body,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,body,deleted,0.125
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.125
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
frameworks_opt_net_ims,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.1
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,identical,argument,0.1
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,identical,body,0.6
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,body,body,0.2
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,body,deleted,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
frameworks_opt_net_ims,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,identical,refactored,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,identical,argument,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,identical,body,1.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,identical,deleted,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,refactored,refactored,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,refactored,argument,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,refactored,body,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,refactored,deleted,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,argument,refactored,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,argument,argument,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,argument,body,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,argument,deleted,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,body,refactored,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,body,argument,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,body,body,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,body,deleted,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,deleted,refactored,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,deleted,argument,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,deleted,body,0.0
frameworks_opt_net_voip,A4.3_A4.4_CM10.2,deleted,deleted,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,identical,argument,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,identical,body,0.6
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,identical,deleted,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,refactored,body,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,argument,argument,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,argument,body,0.2
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,body,refactored,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,body,argument,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,body,body,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,body,deleted,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,deleted,argument,0.0
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,deleted,body,0.2
frameworks_opt_net_voip,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,identical,body,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,argument,body,1.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,body,body,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
frameworks_opt_net_voip,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
frameworks_opt_photoviewer,A4.2_A4.3_CM10.1,identical,refactored,0.0
frameworks_opt_photoviewer,A4.2_A4.3_CM10.1,identical,argument,0.0
